SL. No.,iso,Language_Name,Uninverted_Name,Autonym,Alternate_Names,Country_Code,Country_Namee,Is_Primary,is_Indigenous,Is_Established,All_Users,L1_Users,L2_Users,All_Full,L1_Full,L2_Full,Monolingual,Ethnic,Population_Year,Population_Total,Location,Subdivision,Latitude,Longitude,EGIDS,EGIDS_Label,Official_Recognition,LWC_Support,Classification,Dialect_Names,Relationships,Typology,Language_Use,Language_Contact,Use_as_L2,Literacy,Education,Literature,Revitalization,Language_Planning_Org,Scripts,General_Remarks,Religion
437,tel,Telugu,Telugu,తెలుగు‎ (Telugu),"Andhra, Tailangi, Telangire, Telegu, Telgi, Telinga, Teloogoo, Telungu, Tengu, Tenungu, Terangi, Tolangan, Trilinga, “Gentoo” (pej.)",IN,India,T,T,T,93900000,80900000,13000000,"93,900,000 in India, all users.","80,900,000 in India (2011 census).","13,000,000 (2011 census).",,,2011,"95,814,020 (as L1: 82,799,020; as L2: 13,015,000)","Mainly Andhra Pradesh and Telangana states; Chhattisgarh state: Bijapur; Karnataka state: Bangalore Rural, Bellary, east Bidar, Chikkaballapura, Chitradurga, Gulbarga, all of Kolar, Raichur, Tumkur, and Yadgir; Maharashtra state: Gadchiroli district, eastern enclaves; Puducherry union territory; Odisha state: Gajapati, Koraput, Malkangiri, and Rayagada; Tamil Nadu state: Chennai city, Thirvallur and Vellore.",Andhra Pradesh,16.3211,78.8113,2,2 (Provincial),"Statutory provincial language in Andhra Pradesh State; Telangana State: Puducherry Union Territory, Andaman and Nicobar islands (1950, Constitution, Schedule VIII).",,"Dravidian, South-Central, Telugu","Berad, Dasari, Dommara, Golari, Kamathi, Komtao, Konda-Reddi, Salewari, Telangana, Telugu, Vadaga, Srikakula, Vishakhapatnam, East Godaveri, Rayalseema, Nellore, Guntur, Vadari, Yanadi (Yenadi)",,"SOV; postpositions; noun head final; gender; no articles; case-marking (7 cases); verb affixes mark person, number gender of subject; passives; tense; causatives; 21 consonant and 11 vowel phonemes; non-tonal; stress on first syllable; inclusive/exclusive pronouns.",,,"Used as L2 by Bodo Gadaba [gbj], Chenchu [cde], Koya [kff], Kupia [key], Lambadi [lmn], Manna-Dora [mju], Mudhili Gadaba [gau], Northwestern Kolami [kfb], Pottangi Ollar Gadaba [gdb], Vaagri Booli [vaa], Waddar [wbq], Yerukula [yeu].",,"Taught in primary and secondary schools through grade 5 and as subject thereafter in Andhra Pradesh state, Telangana state, and Puducherry Union Territory.",Fully developed. Bible: 1854–2002.,,,"Braille script [Brai]. Telugu script [Telu], primary usage.",A Classical Language of India since 2008.,Hindu.
438,tef,Teressa,Teressa,,Taih-Long,IN,India,T,T,T,2080,2080,,,"2,080 (2001 census).",,,,2001,,"Andaman and Nicobar Islands union territory: Bompoka, Central Nicobar islands, and Teressa.",Andaman and Nicobar Islands,8.2929,93.101,6b,6b* (Threatened),,,"Austro-Asiatic, Mon-Khmer, Nicobar, Chowra-Teressa","Bompoka (Bompaka, Pauhut)",,,,,,,,Radio.,,,,,
439,thn,Thachanadan,Thachanadan,,"Moopan, Thacchanadens, Thachanad Muppans",IN,India,T,T,T,3000,3000,,,"3,000 (2004 survey).",,,,2004,,"Kerala state: Malappuram district, Nilambur area; Wayanad district, Ambalavayal, Kalpetta, Meppadi, and Muttil sub-districts.",Kerala,11.2651,76.3642,6b,6b (Threatened),,,"Dravidian, Southern, Unclassified",,"Lexical similarity: 60%–64% with Malayalam [mal], 50%–54% with Tamil [tam], 66%–72% with Mullu Kurumba [kpb].",,"Some use Malayalam [mal] in home and village, esp. with children. Use is less among youth. Home, village. Some young people, all adults. Mixed attitudes, from neutral to positive attitudes, with youth having more negative attitudes.",Also use English [eng]. Also use Malayalam [mal].,,Literacy rate in L2: 30% (2004 survey). Literacy rate much lower than state literacy rate.,,,,,Unwritten [Qaax].,A Scheduled Tribe.,"Traditional religion, Hindu."
440,thf,Thangmi,Thangmi,थाङ्मी खाम‎ (thaangmi khaam),Thami,IN,India,F,F,T,500,500,,,500 in India.,,,,,"28,460 (as L1: 27,600; as L2: 860)","Sikkim state: East district, Aritar Sunua; West Bengal state: Darjeeling and scattered.",Sikkim,,,6b,6b* (Threatened),,,"Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Thangmi-Baraamu",,,"SOV; both prepositions and postpositions; noun head both initial and final; gender, only some animate nouns; content q-word in situ; up to 3 prefixes, up to 4 suffixes; clause constituents indicated by case-marking; verbal affixation marks person; no ergativity; tense; passives and voice; nontonal; 33 consonant and 13 vowel phonemes.",Thangmi culture thriving in Sikkim and Darjeeling area. (Turin 1999).,,,,,Literature. Newspapers. Periodicals. Radio. TV. Videos. Dictionary. Grammar. Texts. NT: 2019.,,,Devanagari script [Deva].,,
441,the,"Tharu, Chitwania",Chitwania Tharu,चितुनीया थारुक‎ (Chituneeya Thaaruk),,IN,India,F,T,T,,,,,,,,,,"2,85,000","Uttar Pradesh state: Kushinagar district, on Nepal border.",Uttar Pradesh,,,6a,6a* (Vigorous),,,"Indo-European, Indo-Iranian, Indo-Aryan, Tharu, Eastern Tharu",,,SOV; postpositions; noun head final; 2 genders; content q-word in situ; up to 3 suffixes; clause constituents indicated by case-marking; verbal affixation marks person and number; tense and aspect; passive construction; nontonal; 34 consonant and 6 vowel phonemes (5 of the vowels can be nasalized).,,,,,,Literature. Newspapers. Periodicals. Radio. Videos. Grammar. Texts. NT: 2023.,,,Devanagari script [Deva].,,
442,thl,"Tharu, Dangaura",Dangaura Tharu,थारु‎ (thaaru),"Chaudary, Chaudhari, Chaudhuri, Dang, Dangali, Dangora, Dangura, Tharu",IN,India,F,T,T,174000,174000,,,"174,000 in India (2007).",,,,2007,"6,74,000","Uttar Pradesh state: Bahraich district; Gonda district, Tulsipur sub-district; Gorakhpur district; Kheri district, Nighasan sub-district border.",Uttar Pradesh,,,5,5* (Developing),,,"Indo-European, Indo-Iranian, Indo-Aryan, Tharu, Eastern Tharu",,,"SOV; postpositions; noun head initial; genitives after noun heads; adjectives, numerals before noun heads; content q-word in situ; clause constituents indicated by case-marking; verbal affixation marks person, number, and sometimes gender; tense-aspect; passives and voice; nontonal; 34 consonant and 6 vowel phonemes, with nasal variations.",,Also use English [eng]. Also use Hindi [hin].,,Literacy rate in L2: 20%–25% (census).,,Literature. Periodicals. Radio. Dictionary. Grammar. Texts. NT: 2018.,,,Devanagari script [Deva].,,"Traditional religion, Hindu."
443,tkt,"Tharu, Kathariya",Kathariya Tharu,थारु‎ (thaaru),"Kathoriya Tharu, Khatima Tharu, Tharu",IN,India,F,T,T,36000,36000,,,"36,000 in India (2024 Joshua Project), based on ethnicity.",,,,2024,"1,42,000",Uttar Pradesh state: Bahraich and Kheri districts near Nepal border.,Uttar Pradesh,,,6a,6a* (Vigorous),,,"Indo-European, Indo-Iranian, Indo-Aryan, Tharu",,,SOV; postpositions; noun head final (unmarked).,,,,,,Texts.,,,Devanagari script [Deva].,,
444,thq,"Tharu, Kochila",Kochila Tharu,मध्य-पूर्विया थारू‎ (madhya-pūrviyā thārū),Saptari,IN,India,F,F,T,,,,,,,,,,"2,58,000","Bihar state: Pashchim Champaran district, on Nepal border.",Bihar,,,6a,6a* (Vigorous),,,"Indo-European, Indo-Iranian, Indo-Aryan, Tharu, Eastern Tharu",Morangia,,"SOV; postpositions; noun head final; no gender; content q-word in situ; 1 prefix, up to 3 suffixes; clause constituents indicated by case-marking; verbal affixation marks person; tense and aspect; passives (syntactic, not morphological); nontonal; 32 consonant and 8 vowel phonemes.",,,,,,Radio. Videos. Dictionary. Texts. Bible portions: 2017.,,,Devanagari script [Deva].,,"Traditional religion, Hindu."
445,thr,"Tharu, Rana",Rana Tharu,राना थारू‎ (raanaa thaaru),"Rana Thakur, Tharu, Tharuwa",IN,India,F,T,T,150000,150000,,,"150,000 in India (2003).",,,,2003,"228,670 (as L1: 227,800; as L2: 870)","Uttar Pradesh state: Lakhimpur Kheri district, Paliakalan sub-district, Chandan Chauki block, on Nepal border; Uttarakhand state: Udham Singh Nagar district, Khatima sub-district.",Uttar Pradesh,,,5,5* (Developing),,,"Indo-European, Indo-Iranian, Indo-Aryan, Tharu",,,"SOV; postpositions; noun head final; 2 genders; content q-word in situ; 1 prefix, up to 2 suffixes; clause constituents indicated by case-marking; verbal affixation marks person and number; ergativity; tense (4 tenses: past, present, imminent future, irrealis future); passives and voice; nontonal; 28 consonant and 11 vowel phonemes.",,Also use English [eng]. Also use Hindi [hin].,,Literacy rate in L2: 20%–25%.,,Literature. Periodicals. Radio. Videos. Texts. NT: 2017.,,,Devanagari script [Deva].,,"Hindu, traditional religion."
446,tdh,Thulung,Thulung,थुलुङ‎ (Thuluŋ),Thulunge Rai,IN,India,F,F,T,,,,,,,,,,"41,600 (as L1: 24,400; as L2: 17,200)",Sikkim and Uttar Pradesh states; West Bengal state: Darjeeling district.,West Bengal,,,5,5* (Developing),,,"Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Western",,,"SOV; postpositions; noun head final; content q-word in situ; no prefixes, up to 4 suffixes; clause constituents indicated by case-marking; verbal affixation marks person and number; ergativity; tense; passives and voice, but rare; tonal; 29 consonant and 16 vowel phonemes.",Most ethnic Thulungs in Darjeeling do not speak Thulung but Nepali [nep].,,,,,Literature. Newspapers. Periodicals. Radio. Videos. Dictionary. Texts. NT: 2017.,,,Devanagari script [Deva].,,Hindu.
447,bod,Tibetan,Tibetan,"བོད་ཡིག།‎ (bod.yig), བོད་སྐད།‎ (bod.skad)","Bhotia, Bod, Central Tibetan, Phoke, Pohbetian, Poke, Skad, Tebilian, Tibate",IN,India,F,T,T,83800,83800,,,"83,800 in India (2011 census).",,,,2011,"1,215,270 (as L1: 1,210,980; as L2: 4,290)","Himachal Pradesh state: Tibet border; Arunachal Pradesh, Assam, Delhi, Sikkim, and Uttarakhand states.",Sikkim,,,5,5* (Dispersed),,,"Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central","Aba (Batang), Dartsemdo (Tatsienlu), Dru, Gtsang, Hanniu, Kongbo, Nganshuenkuan (Anshuenkuan Nyarong), Panakha-Panags, Paurong",,SOV; noun head initial; definite and indefinite articles; ergativity; comparatives; 28 consonant and 16 vowel phonemes; tonal (4 tones); 2 levels of honorifics.,,Also use English [eng].,"Used as L2 by Byangsi [bee], Chaudangsi [cdn], Chug [cvg], Darmiya [drd], Jad [jda], Sikkimese [sip], Zakhring [zkr].",,,Newspapers. Periodicals. Radio. Dictionary. Grammar. Bible: 1948.,,,"Braille script [Brai]. Marchen script [Marc]. Phags-pa script [Phag]. Tibetan script [Tibt], Uchen and Umed styles.","In Himalayan countries, ‘Bhotiya’, people of Tibetan origin, and is applied to various languages.",Buddhist.
448,lbf,Tinani,Tinani,,"Gondhla, Gondla, Lahauli, Lahouli, Lahuli, Rangloi, Teenan, Tinan Lahuli",IN,India,T,T,T,11600,11600,,,"11,600 in India (2011 census).",,,,2011,"12,050","Himachal Pradesh state: Lahaul Spiti district, lower Chandra, Rangloi, and Tinan valleys; Gondhla is main village.",Himachal Pradesh,32.3992,77.487,6b,6b* (Threatened),,,"Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Himalayish, Kinauri",,"Lexical similarity: 63%–56% with Pattani [lae], 32%–37% with Bunan [bfu], 21% with the Spiti [spt] and Stod [sbu] varieties of central Tibetan [bod], 62% with Tandi village, 34% with Shumcho [scu], 32% with Jangshung [jna], 31% with Kanauri and Sunam [ssk], 13% with Tibetan [bod].",,"Home, village, infrequently in religion.",Also use English [eng]. Also use Hindi [hin]. Also use Pattani [lae].,Used as L2 by Kullu Pahari [kfx].,Literacy rate in L2: High.,,Radio. NT: 2017.,,,Devanagari script [Deva]. Tibetan script [Tibt].,Lahuli applies to Lahul inhabitants; Spiti refers primarily to a place. Not a tight linguistic designation. Well educated.,"Buddhist, Hindu."
449,lax,Tiwa,Tiwa,,"Dowyan, Lalung",IN,India,T,T,T,33900,33900,,,"33,900 (2011 census).",,,"171,000 (2001 census).",2011,,"Assam state: Kamrup, Karbi Anglong, Lakhimpur, Nagaon, and Sibsagar districts; Meghalaya state: Khasi Hills district.",Assam,26.1301,92.28,6b,6b (Threatened),,,"Sino-Tibetan, Tibeto-Burman, Sal, Boro-Garo, Boro-Tiwa","Hajowali, Datiyali",,,"Quite a few in Brahmaputra valley adopted Assamese [asm] as L1. Resurgent interest to learn the mother tongue; approved by the state in 2004 to be taught as a subject up to class 4. Home, market. Some of all ages.",Many also use Assamese [asm]. Also use English [eng].,,"Literacy rate in L2: 62% for Assam (2001 census). Literacy rate higher in the plains. In the hills, equally low among men and women.",,Dictionary. Grammar.,,,Bengali (Bangla) script [Beng]. Latin script [Latn].,,"Traditional religion, Hindu."
450,tcx,Toda,Toda,,"Todi, Tuda",IN,India,T,T,T,1560,1560,,,"1,560 (2001 census).",,,,2001,,Tamil Nadu state: Kunda and Nilgiri hills.,Tamil Nadu,11.5896,76.5998,6a,6a (Vigorous),,,"Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Toda-Kota",,"Lexical similarity: 24% with Kota [kfe], the most similar language.",,Vigorous. All domains. Used by all. Positive attitudes.,Also use English [eng]. Also use Tamil [tam].,,Literacy rate in L2: 66%–79% (2001 census).,,Dictionary. Grammar. Texts. Bible portions: 1897–1910.,,,Tamil script [Taml].,A Scheduled Tribe.,"Hindu, Christian."
451,txo,Toto,Toto,,,IN,India,T,T,T,1400,1400,,,"1,400 (2012 SIL).",,,,2012,,"West Bengal state: Jalpaiguri district, Dhunchipara, Panchayatpara, and Subhapara areas, Totopara village on Indo-Bhutan border.",West Bengal,26.8238,89.3169,6b,6b* (Threatened),,,"Sino-Tibetan, Tibeto-Burman, Sal, Dhimalish",,Not inherently intelligible of Dhimal [dhi] of Nepal. Lexical similarity: low with Dhimal [dhi].,"SOV; postpositions; genitives, demonstratives, relatives before noun heads; nontonal.",,Also use Bengali [ben]. Also use Hindi [hin]. Also use Nepali [npi].,,,,,,,Bengali (Bangla) script [Beng]. Toto script [Toto].,,"Traditional religion, Hindu."
452,tsj,Tshangla,Tshangla,ཆང་ལོ་‎ (Tshanglo),"Cangluo Menba, Central Monpa, Dirang, Memba, Menba, Monba, Monpa, Motuo, Sangla, Sharchopkha, Tsangla",IN,India,F,T,T,11200,11200,,,"11,200 in India (2007). 8,200 in Kameng District; 3,000 in West Siang.",,,,2007,"1,81,200","Arunachal Pradesh state: West Kameng district, Dirang area; Assam state: Udalguri district, Mechuka and Tuting sub-districts, Bishing Mechuka, Bona, Dorgling Halung, Galling, Korfu, Namsu, Opu, Sangti, Tempang, and Tuting villages; possibly West Siang district.",Arunachal Pradesh,,,5,5 (Dispersed),,,"Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish",,Lexical similarity: 11%–14% with Khamba [kbg] (Joseph et al 2019).,SOV; singular-dual-plural personal pronouns; case-marking (3 cases); tense and aspect; 31 consonants and 5 vowels; nontonal; evidentiality (mirativity).,Used by all.,Some also use English [eng]. Also use Adi [adi]. Also use Hindi [hin].,"Used as L2 by Chug [cvg], Khamba [kbg], Lish [lsh].",,,Radio. Grammar. NT: 2023.,,,"Tibetan script [Tibt], Uchen style, used in India.","A Scheduled Tribe. Chowdhury (1996) separates Memba (Tshangla) and Khamba as different tribes in Siang District, both separate from Monpa, in Kameng District.",Buddhist.
453,tcy,Tulu,Tulu,"ತುಳು‎ (Tulu), ತುಳು ಭಾಷೆ‎ (Tuḷu bhāṣe)","Tal, Tallu, Thalu, Thulu, Tilu, Tullu, Tuluva Bhasa",IN,India,T,T,T,2627000,1850000,777000,"2,627,000, all users.","1,850,000 (2011 census).","777,000 (2011 census).",,,2011,,Karnataka state: Dakshina Kannada and Udupi districts; Kerala state: Kasargod district; scattered in other states.,Karnataka,13.0254,75.1783,5,5* (Developing),,,"Dravidian, Southern, Tulu","Northwest Tulu (Mangalore, Udipi), Northeast Tulu (Belthangadi, Kerala), Southwest Tulu (Kasaragod, Manjeswara), South Central Tulu (Bantwal, Puttur), Southeast Tulu (Sullia Subrahmanya), Brahmin Tulu, Common Tulu",,,,Also use English [eng]. Also use Hindi [hin]. Also use Kannada [kan]. Also use Marathi [mar].,"Used as L2 by Korra Koraga [kfd], Kudiya [kfg].",Literacy rate in L2: 80%–83% in Dakshina Kannada [kan] for Udupi districts.,,Literature. Periodicals. Radio. Videos. Dictionary. Grammar. NT: 1847–2000.,,,"Kannada script [Knda]. Tulu-Tigalari script [Tutg], philosophical texts and religious verses are sometimes written in this script.",,"Hindu, traditional religion."
454,trd,Turi,Turi,,,IN,India,T,T,T,2000,2000,,,"2,000 (2007).",,,"354,000 (2007).",2007,,"Chhattisgarh state: Raigarh district, and scattered throughout; Jharkhand state: Gumla, Lohardaga, and Ranchi districts, Chotanagpur area; Odisha state: Sambalpur and Sundargarh districts; West Bengal state: Bankura, Birbhum, Murshidabad, and Nadia districts.",Jharkhand,23.0447,84.7011,8a,8a (Moribund),,,"Austro-Asiatic, Munda, North Munda, Kherwari, Santali",,,,,Shifted to Sadri [sck].,,,,,,,,"A Scheduled Caste. Speak Sadri [sck] as L1 in Jharkhand, Mundari [unr] in West Bengal, Odia [ory] in Odisha (Singh and Manoharan 1993). Turi spoken only in Chotanagpur (Breton 1997). A Turi caste in Gujarat is not related linguistically.",
455,try,Turung,Turung,,"Tai Turung, Tailung, Tairong",IN,India,T,T,T,1000,1000,,,"1,000 (Morey 2015).",,,,2006,,"Assam state: Golaghat, Jorhat, and Karbi Anglong districts, Balipathar, Basapathar, Gahorisuwa, Na Kthong, Pahukatia, Rengmai, and Tipomia villages.",Assam,26.4288,93.7134,6b,6b* (Threatened),,,"Sino-Tibetan, Tibeto-Burman, Sal, Jingppaw-Asakia, Jingphaw",,Closely related to Singpho [sgp]. Turung has a smaller Tibeto-Burman vocabulary and a higher proportion of lexical items of Tai origin than Singpho (Morey 2010).,,,"Most also use Assamese [asm] (Morey 2015). Also use Singpho [sgp], especially among the elderly.",,,,,,,Latin script [Latn].,,
456,ull,Ullatan,Ullatan,,"Katan, Kattalan, Kochuvelan, Ulladan",IN,India,T,T,T,0,0,,,No known L1 speakers. Survived into the 1990s.,,,"16,700 (2001 census).",,,"Kerala state: Alleppey, Ernakulam, Idukki, Koliam, Kottayam, Palakkad, Pathanamthitta, Thrissur, and Trivandrum districts.",Kerala,9.3488,76.5802,9,9 (Dormant),,,"Dravidian, Southern, Unclassified",,,,,Shifted to Malayalam [mal].,,Literacy rate in L2: 72–82% (2001 census).,,,,,Unwritten [Qaax].,Prefer to be considered Malayalis rather than Ullatan. Ulladan and Kochu Velan are both Scheduled Tribes.,"Traditional religion, Hindu."
457,url,Urali,Urali,,"Oorazhi, Uraly, Urli",IN,India,T,T,T,0,0,,,No known L1 speakers. Survived into the 2000s.,,,"6,440 (2001 census).",,,"Kerala state: Idukki district, Memari and Vanchivayal villages.",Kerala,9.8451,76.9208,9,9 (Dormant),,,"Dravidian, Southern, Tamil-Kannada, Kannada",,"Shares features with Tamil [tam], Irula [iru], and Kannada [kan] (Lal 1991). Lexical similarity: 60%–71% with Malayalam [mal], 54%–58% with Tamil [tam].",,,Shifted to Malayalam [mal].,,Literacy rate in L2: 73% (2001 census).,,,,,Unwritten [Qaax].,"A Scheduled Tribe. Irali Urali is a dialect of Irula [iru] in Tamil Nadu. Urali Kurumba is an alternate name for Betta Kurumba [xub] in Wayanad District, Kerala.",Traditional religion.
458,urd,Urdu,Urdu,اُردُو‎‎ (Urdū),"Islami, Undri, Urudu",IN,India,F,T,T,62800000,50800000,12000000,"62,800,000 in India, all users.","50,800,000 in India (2011 census).","12,000,000 (2011 census).",,,2011,"245,936,820 (as L1: 77,617,720; as L2: 168,319,100)",Jammu and Kashmir state: widespread use by Muslims; Maharashtra state: Hyderabad (Dakhini).,Jammu and Kashmir,,,2,2 (Provincial),"Statutory provincial language in Telangana state (2017, Telangana Official Languages Act, Act 9, Section 2b, 1966 (Amended by Telangana Official Languages Bill, Act 30)), co-official with Telugu [tel]. Statutory provincial working language in Bihar, Uttar Pradesh states (1950, Constitution, Schedule VIII), limited to official correspondence, notices and other communication. Statutory language of provincial identity in Jammu and Kashmir State (1957, State constitution, Article 145).",,"Indo-European, Indo-Iranian, Indo-Aryan, Western Hindi, Hindustani","Dakhini (Dakani, Dakkhini, Deccan, Desia, Mirgan), Pinjari, Rekhta (Rekhti)",,"SOV; postposition; noun head final; gender (masculine/feminine); no articles; direct and oblique cases; verb affixes mark person, number, gender of subject; passives; tense and aspect; causatives; 35 consonants, 21 vowels; non-tonal; stress on penultimate syllable.",,A few also use Standard Arabic [arb]. Also use Bengali [ben]. Also use Bhojpuri [bho].,"Used as L2 by Balti [bft], Bhadrawahi [bhd], Bhattiyali [bht], Bilaspuri [kfs], Burushaski [bsk], Chambeali [cdh], Changthang [cna], Churahi [cdj], Dogri [dgo], Eastern Balochi [bgp], Gujari [gju], Kangri [xnr], Kashmiri [kas], Khah [hkh], Kullu Pahari [kfx], Ladakhi [lbj], Mandeali [mjl], Mewati [wtm], Purig [prx], Saraiki [skr].",,Taught in primary and secondary schools through grade 5 and as subject thereafter in Andhra Pradesh state and Telangana state.,Fully developed. Bible: 1843–1998.,,,"Arabic script, Naskh variant [Arab]. Arabic script, Nastaliq variant [Aran], primary usage. Braille script [Brai]. Devanagari script [Deva], used in India (Ahmad 2011).",,Muslim.
